created_at,text,related,infection,self
2009-11-01T12:35:51Z,A Q&A on how to prevent getting swine flu and what to do if you have it http://bit.ly/ijFCi #swineflu,1,NA,NA
2009-11-01T23:10:15Z,"Millions without sick leave fear swine flu 
 (AP)
: AP - For millions of Americans the rule is simple: If you d.. http://cli.gs/7V87j",0,NA,NA
2009-11-01T09:38:35Z,How to prevent getting swine flu and what to do if you have it - Washington Post http://tinyurl.com/ycpo4q8,0,NA,NA
2009-11-01T11:29:46Z,Canadians pack clinics in hopes of getting flu shot #Canadians  http://tinyurl.com/yh7lbkn,0,NA,NA
2009-10-31T16:45:43Z,"Swine flu getting a foothold in state - The Boston Globe ""swine flu has the state in its crosshairs once again "" http://bit.ly/1dP6e5",0,NA,NA
2009-10-31T14:20:04Z,@ffjewelry Oh I hope I am not getting the flu too! Mom has no time for the flu! LOL DD had it last week until Wednesday!,1,0,0
2009-10-12T03:23:28Z,"Thought I had made up my mind on NOT getting kids flu shots, but my stepdad is a peadiatrician and told me I'm nuts not to.What to do?",0,NA,NA
2009-10-31T01:24:36Z,&quot;3% of blacks are getting swine flu.&quot; Adam Curry: 3% of blacks are getting the swine flu ac.. http://bit.ly/3EXhLu #noagenda,0,NA,NA
2009-10-31T01:28:47Z,RT @pwarnock: RT @eclairebears What's the diff...Bird Flu & Swine Flu? For bird flu you need tweetment & for swine flu you need oinkment #fb,0,NA,NA
2009-11-01T23:14:17Z,Why isn't BHO getting reamd about the shortage of H1N1 flu vaccine like Bush was a few years ago for a similar shortage? Double standard...?,0,NA,NA
2009-09-03T16:57:44Z,Photo: Swine Flu vs. Bird Flu vs. Zombie Flu!!! via DeadDog. http://tumblr.com/xvt2yic6e,0,NA,NA
2009-10-31T22:17:42Z,Canadians pack clinics in hopes of getting flu shot - The Globe and Mail: http://bit.ly/16Lh06 via @addthis,0,NA,NA
2009-10-31T21:26:21Z,Awaiting arrival of neighborhood candy-grabbing SWAT team. First kid dressed as Swine Flu gets triple candy. Fear the Hamthrax!,0,NA,NA
2009-10-30T17:15:15Z,"This cold I have had for the last 4 days is not getting any worse, but it's not getting any better. Turned down for a flu shot cause of it.",1,NA,NA
2009-10-31T18:47:10Z,These wait lines for the swine flu shot are getting insane..,0,NA,NA
2009-11-01T12:16:51Z,"instead of saying ""trick or treat"" the kids this year should have said ""Swine Flu!""  now that would have scared people!",0,NA,NA
2009-10-31T16:57:12Z,U.S. Airports to screen for swine flu. Take a questionnaire and try not to cough or you're not getting on the plane. http://bit.ly/NHTFB,0,NA,NA
2009-11-01T23:22:28Z,"What's the difference between swine flu and bird flu? With swine flu, you get oinkment. With with bird flu, you get tweetment!",0,NA,NA
2009-11-01T15:01:34Z,"@envyme Oh, is this the normal flu, or swine? I heard getting the shot anyway, is bad?",0,NA,NA
2009-10-31T22:30:17Z,Flu Watch: Do we now need to be concerned with the strain A/N1N1 - California ? http://kl.am/N1N1,0,NA,NA
2009-10-30T16:27:05Z,"Swine flu cheaters getting vaccinated http://bit.ly/7Iy5r
 #24hourz",0,NA,NA
2009-11-01T22:05:59Z,Millions without sick leave fear swine flu - The Associated Press http://bit.ly/lqRbs,0,NA,NA
2009-11-01T23:03:43Z,Forget Swine Flu! It's Zoo Flu you need to fear! The animals are ready to attack! http://camerawinks.wordpress.com,0,NA,NA
2009-10-31T15:02:09Z,Raking Leaves these days.  Getting over the flu too.,1,0,1
2009-10-31T22:42:10Z,Canadians pack clinics in hopes of getting flu shot http://bit.ly/1V9GjZ,0,NA,NA
2009-10-31T22:26:57Z,http://bit.ly/2CPm4F i'm getting my swine-flu shot tomorrow. D:,1,NA,NA
2009-10-30T13:12:25Z,"Smile More: This whole swine flu thing is getting outta control: 
The Winne Da&#8217; Pooh crowd is .. http://bit.ly/2Sq36F",0,NA,NA
2009-10-29T18:22:41Z,RT @peschkaj: RT @dustinson: Swine Flu paranoia getting out of hand!! http://twitpic.com/htwqn (via @crazycrabb) LMAO,0,NA,NA
2009-09-03T15:00:33Z,I already had enough sleep todayy.. My flu is still the samee.. Yet my massive headache is getting worstt.. )=,1,0,1
2009-10-29T03:24:10Z,The media is making this flu much worse than I think it actually is. Fear only breeds more fear. Let's be rational and look at the stats...,1,1,0
2009-10-29T20:46:17Z,"Entertainment News Kevin Costner 'worried over swine flu': Kevin Costner is sa.. http://bit.ly/43bLC3
 :: digital spy",0,NA,NA
2009-10-28T21:37:40Z,My girl's getting a flu shot. This place is a zoo,0,NA,NA
2009-10-29T21:21:43Z,Well... I don't have the flu... YAY ME! lol... it's either Strep or just some random virus that's pissed H1N1 is getting all the attention.,0,NA,NA
2009-10-30T13:36:15Z,"Genuinely worried that I might have swine flu :( seeing the doctor in awhile, we'll find out soon.",1,0,1
2009-10-29T20:42:35Z,RT @ksummerall I'm not concerned about getting the swine flu because I use a Mac. (via @dewde),0,NA,NA
2009-10-29T03:47:34Z,"Got the H1N1 Flu shot, 4 hours in the line (mostly outdoor) to get it. Was very cold, probably caught a cold b4 getting the flu shot :-)",0,NA,NA
2009-10-29T20:58:42Z,Hey @souljaboytellem my cuz said u got that bird flu....   stay focused. (Best Soulja Mixtape live › http://ustre.am/2UhS),1,0,0
2009-10-30T02:21:14Z,Why does the flu bug hit when exciting plans are planned? I feel like death... Thanks for getting me sick @johnnys65!,1,0,1
2009-10-30T13:39:35Z,@claire_90 injections don't bother me... I am so used to them. I will be getting a flu shot as soon as my clinic has it.,1,1,1
2009-10-29T01:25:28Z,Afraid Of Swine Flu - Holiday Shop Online & Get Cashback & Discounts On All Your Purchases! http://tinyurl.com/yk6a92k,0,NA,NA
2009-09-11T13:00:22Z,"""You got the common cold? We got the Bird Flu."" - Gucci",1,NA,NA
2009-10-29T01:07:57Z,"@ellept Whoa, seen this? Dystonia from the #flu shot. I'd be weary about getting #vaccines in the US! #H1N1 #health http://bit.ly/1o0J6h",0,NA,NA
2009-10-30T11:46:37Z,Boss no in today-son has swine flu. Piano tuner not coming today-has swine flu. This is getting way too close!,1,0,0
2009-10-30T13:22:41Z,;o! dont wanna go to the doctor...im scared! i might hav flu!,1,0,1
2009-09-25T19:16:58Z,"RT:  @josecastillo A 22 yr old died from the swine flu after delaying treatment; uninsured and ""worried about the cost."" http://tr.im/zJow",0,NA,NA
2009-10-30T00:11:17Z,2 years ago Chinese calendar the Year of the Bird-we got avian flu.,0,NA,NA
2009-11-24T08:55:47Z,Getting a little fed up with having (Insert Random Animal) flu. Most depressing.,1,0,1
2009-10-30T00:57:26Z,Only a 2.5 hour wait to get the flu shot. More than twice that long to upgrade my Desktop to Ubuntu 9.10. Their servers are getting slammed.,0,NA,NA
2009-10-29T17:40:25Z,Getting a flu shot at Centacare,1,1,1
2009-10-29T20:51:50Z,2 die in Athens wreck after getting flu shots http://bit.ly/122kOJ,0,NA,NA
2009-10-29T21:13:45Z,"Agggh, I'm going to be waffling about getting a flu shot until the last minute. I always get sick from them! But...",0,NA,NA
2009-10-29T19:01:37Z,"@BrokenStruggle lucky you, sadly I am still at work. My allergies are turning into a cold or flu I fear. A few pints could make happy",1,1,1
2009-10-30T13:34:59Z,Health.Dating-Viagra Swine flu cheaters getting vaccinated http://bit.ly/61chs,0,NA,NA
2009-10-29T18:23:06Z,Afraid Of Swine Flu - Holiday Shop Online & Get Cashback & Discounts On All Your Purchases! http://tinyurl.com/yk25fvq,0,NA,NA
2009-10-30T12:21:07Z,"RT @WTMJohn If TV has video of Brett Favre getting the Swine Flu Mist Vaccine, would it be running on a 24-hour loop? Just asking",0,NA,NA
2009-10-29T04:11:19Z,"@sillyyak11 Haaaa., I was afarid of getting the swine flu from him so I stayed away too. Haaaaa..",1,1,1
2009-10-28T21:27:21Z,@Hanna_I Im not getting that damn flu shot. It feels like Xmen movie or something. and yeah christian troy for sure!,0,NA,NA
2009-11-23T23:36:51Z,Just getting over swine flu.  It must have been the roast pork I ate the other Sunday!,1,0,1
2009-10-30T00:21:59Z,"first we had MAD COW disease, then we had BIRD FLU, now we have SWINE FLU... holy crap, its FARMAGEDDON!!!",0,NA,NA
2009-10-30T02:21:55Z,"Cheek by Jowl in Hong Kong, some bugger has given me a cold - lets hope its not piggy flu! getting on plane should be interesting!",1,NA,NA
2009-10-29T18:19:04Z,"Would it be overkill to clean the walls with lysol disinfecting wipes? Some one stop me, this swine flu threat is getting to me.",0,NA,NA
2009-10-28T21:34:25Z,I'm getting my seasonal shot this w/end. Great vid. RT@scotthensley This is your body on flu. .... http://bit.ly/3yY1Fi (edited),0,NA,NA
2009-10-29T04:19:12Z,@mrfortworth pls do so!!! lol... i don't wanna die in my sleep jux cause i'm worried i'll die of swine flu!! i can see dat on da news.. lol,1,NA,NA
2009-10-29T21:12:03Z,@stephaniewg Are you really getting the swim flu shot?,0,NA,NA
2009-10-30T02:36:20Z,getting swine flu vaccinations...agree or disagree?,0,NA,NA
2009-10-29T17:51:34Z,gONNA GET MY FIRST FLU SHOT....Eeeeeek! Im scared!!! I have one last test for school....Im gonna get a 100% I can f ... http://lnk.ms/2qlHf,0,NA,NA
2009-10-30T02:23:53Z,What is the difference between Bird Flu and Swine Flu?For bird flu you need tweetment and for swine flu you need oinkment,0,NA,NA
2009-10-29T05:06:33Z,"Not getting the H1N1 vaccine, I've decided. I've had far too many strains of flu over the years, so the virus can do its worst!",0,NA,NA
2009-10-30T12:24:58Z,"@darrmurr:  ""Schweinegrippe""  Germans are worrying less about swine flu? Seems like it. // We worry more about flu shot with adjuvants.",1,1,0
2009-10-29T18:57:31Z,"Next time someone mentions swine flu, show them this chart: http://bit.ly/zo1C1 and ask them why they aren't more concerned about say Dengue",0,NA,NA
2009-09-11T12:49:04Z,Link: Khaleej Times Online - Egypt school start delayed week in swine flu fear http://bit.ly/21rfd,0,NA,NA
2009-10-30T15:57:05Z,[feed] New Halloween concern: Swine flu http://snipr.com/sxn6z,0,NA,NA
2009-11-05T22:45:09Z,Worried that you might have the H1N1 Swine flu? Visit the H1N1 Response Center and take the online assessment http://bit.ly/67DiW ^lw,0,NA,NA
2009-11-05T22:45:09Z,Worried that you might have the H1N1 Swine flu? Visit the H1N1 Response Center and take the online assessment http://bit.ly/67DiW ^lw,1,NA,NA
2009-10-09T01:16:21Z,@luckyjLu don't worry about it. Swine flu and preggo cancel each other out. It's like a double negative!,0,NA,NA
2009-10-29T21:30:29Z,@justinbieber Please take care of yourself out there Justin. The H1N1 flu is all over and we dont want you getting it. I Love u &lt;3,1,1,1
2009-10-29T05:09:24Z,The Swine Flu is an orchestrated attempt to spread fear and chaos into the population and to try to get people vacc... http://bit.ly/2al4Ip,0,NA,NA
2009-09-11T07:50:32Z,As much as i tried 2 avoid getting the flu from my family members. My throat is starting to hurt :( anyone have remedies for a sore throat?,1,0,1
2009-10-30T00:00:05Z,"RT @mercola AVOID GETTING THE FLU by NOT smoking. It dries out nasal passages and paralyzes cilia, the small hairs. http://bit.ly/L53Gx",0,NA,NA
2009-10-29T18:24:04Z,Delay in getting the swine flu vaccine in Cyprus:  http://bit.ly/2WSDcY,0,NA,NA
2009-10-29T21:19:58Z,Is it just me or all these tips on how to prevent getting swine flu tips on how to prevent getting any air born disease?,0,NA,NA
2009-10-29T18:07:43Z,"Not fear-mongering, just good common sense about swine flu: http://bit.ly/arfvV",0,NA,NA
2009-10-29T01:14:33Z,are you swinging back and forth on getting the flu shot?... now I'm thinking of NOT getting it...,0,NA,NA
2009-10-30T13:10:20Z,Swine flu cheaters getting vaccinated: It was bound to happen: Some people who aren't at high risk for swine fl.. http://bit.ly/61chs,0,NA,NA
2009-10-29T21:27:13Z,"ugh. flu season. some of us don't have the option of getting sick. we gotta keep pushing - rain, snow, or shine.",0,NA,NA
2009-10-29T04:26:16Z,Well I'll remember this birthday for sure. Wife has Swine Flu that's not getting better so she's currently in the ER. HELLO 36!!!,1,0,0
2009-10-29T21:38:18Z,"RT @pourmecoffee If Chuck Grassley were in charge of H1N1, we'd be getting corn-based ""High Fructose Flu Syrup"" instead of vaccines.",1,NA,NA
2009-10-29T01:52:18Z,finally home. think I am finally getting the flu bug. Argh!,1,0,1
2009-10-29T20:36:59Z,KAY SO IM AFRAID TO DIE COZ OF THE SWINE FLU COZ LIKE SOME CHICK BARFED IN THE MIDDLE OF FRENCH CLASS,1,1,1
2009-10-30T02:21:09Z,"I am interested in what people are thinking about the H1N1 flu and the shot....I got the shot today, wasn't going to but did.",0,NA,NA
2009-09-21T19:33:51Z,"@RoseyMainvein on plus side I won't get ill from yukky students spreading germs but on minus side, worried about stories from last flu shot",0,NA,NA
2009-10-29T17:27:24Z,"People keeping kids home on halloween fearing swine flu spreading? Better keep them out of school then too, your fear-mongering a-holes.",1,1,0
2009-10-29T19:14:59Z,"@AmandaLynn_xoxo If you're getting the flu shot, hope your not one of the      1/1 000 000 who get the side effect :P",1,NA,NA
2009-10-29T17:11:00Z,I was considering getting my son vaccinated but was told by his pediatrician that they're still waiting to get swine flu shots. Lame!,1,1,1
2009-10-27T18:07:28Z,"When FEAR (of swine flu) knocks at YR door, send FAITH (Jesus) to answer it and when the door opens... FEAR is gone. Psalm 91:10",1,NA,NA
2009-10-28T04:34:30Z,"I am not getting a flu shot in fear of walking backwards. C'mon, my big head can't be off balance. sighs :-(",1,1,1
2009-11-21T13:58:51Z,"Getting better,no more piggy flu 4 me,It was nasty, dont wish it on anyone.Ppl wash ur hands and use the hand sanitizer,TRUST ME",1,0,1
2009-10-26T22:39:03Z,I want to but we cant yetRT @JessicaVickery: how many of u are getting the swine flu vaccine?,1,1,1
2009-10-28T01:23:43Z,@RyanStar OMG that's scary. I am definitely not getting a flu shot.,1,NA,NA
2009-11-20T01:44:14Z,Discovered the Newton Library today while getting flu shots for Sofie ... now back to the deck!,1,1,0
2009-11-21T12:39:49Z,My daughter and I are getting our flu shots this morning.  Not the funnest father/daughter date but it will do.,1,1,1
2009-10-27T18:12:45Z,"Joy is getting ready to finish scripting ""Stage Two"" while being sick with the flu.",1,NA,NA
2009-10-28T05:38:33Z,Afraid Of Swine Flu - Holiday Shop Online & Get Cashback & Discounts On All Your Purchases! http://tinyurl.com/yfgka6w,1,NA,NA
2009-11-21T17:06:46Z,It was a Robitussin Nighttime Cold & Flu kind of night. I think I may be getting a cold. Tell my nose breathing isn't optional. Poo...,1,0,1
2009-09-02T23:48:18Z,Wat wit all this swine flu worry does anyone remember when all we had to worry bout was bird flu? Ah the olden days!,1,1,1
2009-09-20T19:38:11Z,im getting over this stupid flu and doing hw ok where do u use equations in life and intergers and crap like i dont understand it,1,0,1
2009-10-27T17:37:18Z,"@debmarkham hope you're not getting the flu, swine or otherwise. Are you gonna skip hunt club then?",1,NA,NA
2009-11-19T06:13:58Z,Getting over the flu :-),1,NA,NA
2009-10-28T16:43:23Z,"Trying to decide whether or not to get the H1N1 flu vaccine today....Worried it might make me sick, worried I might get sick without it.",1,1,1
2009-11-19T01:42:45Z,I'm not really concerned about swine flu. However here's my concern: 5 yrs ago Chinese calendar year of the... http://tumblr.com/xtx44a3vo,1,NA,NA
2009-11-18T20:46:55Z,Elderly Israeli dies three days after getting swine flu vaccine http://is.gd/4YfFB,1,NA,NA
2009-11-18T20:06:42Z,@jencaseysmith Shut up! Seriously? Hope you're not getting swine flu! Maybe we should go to the hospital then!,1,0,0
2009-11-18T15:17:52Z,health progressively getting worse. hope i don't have the Mexican Flu!,1,0,1
2009-10-27T23:57:22Z,"At the hospital, got to get the flu shot.. Things are getting risky!",1,1,1
2009-11-18T18:03:37Z,@lisa24270 but to counter that is the worry that she gets the flu and is seriously affected because she's not had the jab!!! coin toss time!,1,1,1
2009-10-27T00:03:02Z,"In other news, I'm really scared of swine flu.",1,1,1
2009-10-28T11:29:10Z,My throat has that horrible half sore feeling like when you're getting sick. NO FLU!!,1,0,1
2009-10-27T15:45:43Z,My lil has swine flu I'm scared for myself now omg,1,NA,NA
2009-11-19T22:22:07Z,#funnybutnotcool sneezing in the middle of a store and everyone stays away from you thinking its swine flu.,1,1,0
2009-10-27T00:29:13Z,I'm getting mighty frustrated with ppl who have no clue about viruses or vaccines spreading misinformation about the H1N1 flu shot!,1,1,1
2009-10-28T02:23:57Z,Fuck this better not be pneumonia!! I'm just getting over the swine flu!! I hate you Brandon!,1,0,1
2009-10-27T19:30:13Z,@TheIncendiary Dude I'm getting sick too. It blows. And my friend who has the swine is only 12...that just ain't fair. Kids shouldnt get flu,1,0,1
2009-10-26T22:08:26Z,http://twitpic.com/n2j1i - Getting my Tweety Bird band-aid after flu shot from WSU pharmacy student at last Thursday's Healthy Fair,1,NA,NA
2009-11-21T02:31:34Z,"@Indianadelae last time I felt like I was getting the flu, I felt bad for a day, then woke up fine the next.  Hoping that happens again!!!",1,0,1
2009-10-27T16:33:25Z,"@The_Megster @BackpackingDad You're welcome. My family did our civic duty, contributing to herd immunity by getting the H1N1 flu vaccine.",1,1,1
2009-09-16T13:17:21Z,Resting 2day ad my mthly blood test last 1 ok got apoint 4 flu jab being lky so far not getting swine flu thats something,1,1,1
2009-11-21T00:42:15Z,@chrispirillo bird flu I guess,1,0,0
2009-11-21T10:41:01Z,I have a cold and a fever and swine flu is getting a little too close to home for my liking.,1,0,1
2009-11-18T19:24:50Z,"Just came from getting  swine flu vaccine..not crowded.. If  in  group that qualify, CHEC  till 4 PM today.. http://ow.ly/Ds2m",1,1,1
2009-10-28T14:03:29Z,3 out of 3 of my staff members have come down with the flu. Will I be able to hold out? :nervous:,1,NA,NA
2009-11-20T22:54:14Z,this flu is getting worst :(,1,0,1
2009-11-15T18:46:27Z,Setting foot outside for the first time since getting the flu.,1,0,1
2009-10-27T14:17:18Z,"trying to hunt down local flu-shot clinic - wow, it's just not out there yet, is it? makes me nervous, cuz I've gotten flu in early-Nov b4.",1,1,1
2009-10-26T21:03:30Z,"i have the swine flu. have had it since thursday. you don't want it. it feels, as i imagine, like death. but i'm getting better now! :-)",1,0,1
2009-11-20T03:37:45Z,"My arm is back to normal after getting the flu shot. For a lil bit, I thought I was going resident evil.",1,1,1
2009-11-18T14:30:04Z,feels like he is getting the flu.   :(,1,0,1
2009-10-28T14:39:06Z,is getting a flu shot....finally!!!,1,1,1
2009-09-30T00:04:15Z,My concern regarding whether or not I have swine flu is strictly financial. I shouldn't qualify to contract this sickness.,1,NA,NA
2009-10-27T17:19:23Z,What's good tweople. Getting some grub then getting this flu and H1N1 nonsense taken care of,1,1,1
2009-10-28T00:33:38Z,"sitting on the couch, watching ""It's the Great Pumpkin Charlie Brown,"" afraid I have flu-like symptoms.",1,0,1
2009-11-18T19:01:49Z,piggy flu scared.,1,NA,NA
2009-11-19T02:05:18Z,"@TraceyMmm I think I'll be okay, I'm just getting over this flu bug & it's trying to kill me.  But, I'm winning!",1,0,1
2009-09-23T15:31:21Z,"Recovering from possible flu - I'm so behind the times, it was probably Bird Flu.",1,0,0
2009-09-30T00:46:58Z,Drinking my apple cinnamon thera-flu getting ready to be knocked out. Trying to stay on top of this bug before it grows.,1,0,1
2009-11-20T09:37:15Z,@henweb  Swine flu jab. Hmm! We are going through the same thing.Elder son HAS to have it next week - but I am worried,1,NA,NA
2009-11-17T23:47:03Z,Friday: 8:30AM: Donating blood. 10:30AM: Getting the swine flu shot. Have I mentioned that I'm terrified of needles?,1,NA,NA
2009-10-27T17:14:22Z,"is getting sprung today :) flu neg, but has to start antibx. feeling better & can't wait to get home. thank you Lord!",1,1,1
2009-11-18T04:52:39Z,@QueenbeeTF Not the leg. I'm thinking flu. And i have to do a presentation for the project I'm working on to our VP and director...,1,NA,NA
2009-09-09T22:12:47Z,jesus christ all the EGM/1Up people are getting swine flu D; Worst day ever.,1,0,0
2009-10-27T22:17:16Z,@endlessprattle Is your workplace really quiet?The hospital was quiet but we're actually getting people with swine flu admitted.Getting bad.,1,0,1
2009-10-26T13:56:44Z,Morning??? Already? It's gonna be a long week capped off by the fam flying to Oklahoma. Will we make it swine flu free? I'm nervous.,1,1,1
2009-11-14T00:17:33Z,Still getting over the flu!!!,1,0,1
2009-09-25T16:32:58Z,@neoyiling we had sex on the beach in full view of others :P what's the software called? anyway how's your flu? getting better?,1,0,0
2009-11-13T09:40:16Z,2009 is the year of the pig & we have Swine flu. The matter of worry is 2010 which is the year of the Cock.,1,NA,NA
2009-11-13T11:03:57Z,"This year, Chinese calendar year of the pig... Swine flu. Next year is the year of the cock...Anybody else worried? [Scary]",1,NA,NA
2009-10-26T08:34:59Z,People are getting flu. And so am I. I'm feeling it right now.. Hope I can survive the flu while keep working *if I really got hit by d flu*,1,0,1
2009-10-25T08:03:28Z,Swine flu? Why dont people worry about cancer? Thats some shit to worry about.  Swine flu is a made up thing to make people forget $$ probs,1,NA,NA
2009-11-11T17:00:17Z,"Off to get my flu shot at our other office which means getting my favorite lunch on the way back, turkey tips from Floramo's!",1,1,1
2009-10-24T00:42:59Z,Everyone is getting sick. *puts on dr. mask* I got my flu shot but I dont have much confidence in it.,1,0,0
2009-11-12T15:22:48Z,Avian Influenza: Korea: Bird Flu outbreak worrying 11 Nov 2009: WorldPoultry.net - A low pathog.. http://bit.ly/4yb95B,1,NA,NA
2009-10-24T17:55:05Z,Hmm well I am not feeling well!! Okay no I dont have the Swine Flu I am just feeling anxious for my parents to come back home,1,NA,NA
2009-11-13T16:44:59Z,This is getting absurd. RT @taniaganguli Brandon bass has the flu so #orlando #magic could be down to 0 power forwards tonight,1,NA,NA
2009-11-13T06:55:21Z,"""You and your body are getting along better than usual...."" -- my horoscope. I do not consider swine flu and kidney stones getting along.",1,0,1
2009-09-23T13:19:33Z,hubby's home w/the flu :-( I'm bringing him groceries and getting the heck outta there! #fb,1,0,0
2009-11-13T17:32:19Z,"why isit just because of rain, i'm getting my flu back? gosh~~~",1,NA,NA
2009-10-01T23:03:18Z,"Getting my flu shot, great",1,NA,NA
2009-10-25T14:51:38Z,"Worried about catching the flu, lots of hand sanitizer in use.....lol",1,1,1
2009-10-25T22:06:32Z,So one of my co workers just told me her daughter has swine flu... uhh should I be worried?? Someone bring me lysol and quickly!!! Ahhhh!!!,1,NA,NA
2009-10-24T16:22:08Z,My wife is getting a drive through flu shot. No joke.  http://twitpic.com/mqulv,1,1,1
2009-10-25T05:22:35Z,@vickytcobra thera flu helping at all girl? Get well soon...everyone is getting sick,1,0,0
2009-10-25T15:22:07Z,@NinoMizrahi lol i havent got a vaccine for that should i be worried lol..i dnt even get da flu like dat though...,1,NA,NA
2009-11-14T20:34:41Z,"It occurs to me that getting a super bad flu bug was some sort of cosmic joke on me for being ""Swine Flu"" on Halloween.",1,0,1
2009-10-24T20:36:51Z,got that bird flu,1,0,1
2009-11-11T18:44:58Z,"Thinking about bailing out of work early and get some much needed down time not feeling good though,better not be no stinking swine flu",1,1,1
2009-10-26T17:32:46Z,Guess I'm getting my flu shot on Wednesday. It is going to make me so blah all day and probably most of Thursday.,1,NA,NA
2009-10-23T12:17:42Z,"@syancyfox5  No Flu shot for me - Not worth the lines, and your story on Dystonia scared the Beejezus out of me.",1,1,0
2009-10-26T14:20:29Z,is almost flu free today.   Feeling much better and am looking forward to getting back to work.  Never slept so much in 3 days.,1,0,1
2009-11-10T23:58:18Z,@CandaceCalvert THAT'S perrrfect! Of course u'd give the cruise-ship nurse a signed copy of CRITICAL CARE:)  pshhh I was worried u had flu!?,1,1,1
2009-11-11T21:50:41Z,"Missing my NLO, feel like shit today hope its not pig bird monkey flu",1,0,1
2009-09-13T03:05:38Z,Scared To Death About This Swine Flu!? - http://tinyurl.com/n6rb5f,1,1,0
2009-11-13T11:43:47Z,@btfulo wow is swine flu getting much worse in korea SSN?,1,NA,NA
2009-11-11T01:37:31Z,Better now. Nebulized before it got too awful. My poor little guy. Still getting over flu. Tx for kind words!,1,NA,NA
2009-10-26T11:07:10Z,Am I the only person that is not scared of this swine flu shit?,1,1,0
2009-10-26T17:40:39Z,@tandcmitchell @danalajeunesse  same with the chickenpox vaccine and flu. So I am leary about getting her this one. I hate not having,1,NA,NA
2009-10-24T21:40:50Z,is glad to be home & is thinking about a nap.5 hours at the flu vaccine shot w/ 3 kids was not my ideal way to spen ... http://lnk.ms/44mjM,1,1,1
2009-10-25T16:44:58Z,"@Mernahuana Ohh, still no idea what it is lol. But if it's comparable to swine flu, it's definitely not what I'm getting over!!",1,0,0
2009-11-12T18:06:07Z,I get overly concerned when I see sum wit sum shit covering dey mouth n nose like WTF if u got da swine or flu stay ya ass home,1,1,0
2009-11-14T19:09:04Z,Haha! I'd be nervous. RT @bestieverdid: @KOttavio Isn't he afraid of catching the flu from all those kids? Or is Santa magically immune?,1,1,1
2009-11-12T13:19:36Z,"hahaha RT @eniac: Swine flu concern - I’m not really concerned about swine flu.. Here’s my concern. 3 years ago, http://tumblr.com/xsa3zr3w3",1,1,0
2009-09-19T00:58:31Z,"Darlington battling the flu this week, but s'western playing tough after getting drilled by mineral pointast week.",1,0,0
2009-11-14T13:59:25Z,Thinking my day job & home are the same. Waking 1 kid every 2 hrs 2 chk concussion & managing swine flu in other. Catching up on Ellen Show!,1,0,0
2009-11-11T04:23:41Z,I think I have the west Nile SARS H1N1 avion bird flu. Or maybe I'm fine.,1,NA,NA
2009-11-12T21:47:35Z,@julianne_hope Urgent Care? Hope everything is ok and you're getting better from that flu.,1,0,0
2009-10-23T19:58:32Z,"Crap, I think I'm getting sick. Stupid flu season.",1,0,1
2009-11-12T13:50:21Z,Thinking we are lucky to live in a country where the biggest public health crisis is what amounts to a mild flu for most people.,1,1,0
2009-10-25T18:56:37Z,"Swine Flu And Bird Flu, What Are The Precautions To Take And Which ...: By Dog Lover | October 25, 2009. We are.. http://bit.ly/Aiv6M",1,NA,NA
2009-10-24T15:59:00Z,@b_twice interesting (but still not getting flu shot) ---&gt; RT @nytimes NYT NEWS ALERT: Obama Declares H1N1 Flu a National Emergency,1,NA,NA
2009-10-24T22:03:36Z,"so, I'm kinda nervous that I might have swine flu. my throat feels like it's bruised.",1,0,1
2009-10-24T17:40:06Z,I'm at Walgreens getting the flu shot!  I will not got sick this fall/winter!   Just waiting to get needle.   http://myloc.me/1aHAp,1,1,1
2009-11-12T04:28:33Z,Is there some kind of flu going around? It's like everyone's getting sick all of a sudden. Weird.,1,0,0
2009-11-14T18:25:30Z,getting my flu shot. nervouuusssss,1,1,1
2009-10-25T06:47:08Z,@immuneprotect Afraid of swine flu? http://tinyurl.com/yfbuwsr Thousands are trusting this device to keep healthy instead of vaccine-I am,1,NA,NA
2009-10-25T06:42:31Z,@alterhealth Afraid of the swine flu? http://tinyurl.com/yfbuwsr Thousands are trusting this device to keep healthy instead of vaccine -I am,1,NA,NA
2009-11-11T14:51:54Z,"@MarnieMacLean ah the joys of getting old. At least we know when the weather is changing...oh, wait, are you cause of the flu?",1,1,1
2009-10-23T11:58:30Z,getting my flu shots on this a.m.,1,1,1
2009-10-26T11:38:33Z,6:30 am with notification of daycare closure. The flu bug is getting closer. Happy Monday. I'd rather be listening to the Happy Mondays.,1,1,1
2009-10-23T17:16:10Z,Swine flu fears getting out of hand. [pic]  http://twitpic.com/mm0xl (via @1000000),1,NA,NA
2009-10-22T15:33:00Z,Hope everyone is getting well! School closed for flu for Thursday/ Friday.,1,1,0
2009-11-05T07:00:49Z,My son had a high fever since last weekend. I worried if he took a new flu or not. I brought him to the hospital immediatey.,1,0,1
2009-11-06T02:45:24Z,RT @trishSWFL: I'm not getting the vax---since I seldom catch even a cold || I don't get regular flu vax. But I'm not risking this strain.,1,NA,NA
2009-11-07T11:21:20Z,"Just when I thought I was getting better, my flu decides to rev the engine up again..... *sniffle*sniffle* off to get a lemsip",1,0,1
2009-10-11T18:05:42Z,@JulieBanderas We're going to have the H1N1 flu shots available at the hospital I work at for staff.  I'm considering getting it.,1,NA,NA
2009-10-22T15:57:22Z,@theodric FLu season is starting. Good lcuk with NOT getting sick!!!,1,1,1
