created_at,text
2019-06-08T17:52:02Z,"@StopVaxxedLies @kschang777 @badzoot7 @BastaPharma @JaneEOpie @VeritasEver @RogueTrader84 @rnew706 @KrochetxKorner @KarenMccartny @Siubhan_H @AdiMano2 @ianfmusgrave @bruce_barrett @anarchosage @TeddyFreddy11 @SkepticalMutant @JP1958S @JeffBro61583859 @kmerian @BeckyJohnson222 @PileOfGoop @LaughlandMorgan @HenningTveit @ObnoxBE @Dicky_Paul_95 @mcfunny @Mileystan3 @dollarstadonuts @doritmi @amanda_pompili @UnicorpC @Raelove65451372 @boysek @Plasticdoe @GansenJared @ladybugobgyn @TYLERG927 @Anguish4ever @MsTrixter @bobsnee @Sohnhicc @EmmaGPaley @45HammerTime @Nukem37 @t3tragrammat0n @kidoctr @erikwilson1975 @Notyour28981739 @Stephaniethe2nd Only a science denying Big #Pharma paid #vaccine pusher would call scientific studies ""blatant lies""

P.S. Injecting dangerous contaminated #vaccines never INERT placebo safety tested = #ChildAbuse

#measles #measlesoutbreak #flushot #Vaccination #flu #vaxxed #VaccinesSaveLives"
2019-06-07T14:28:35Z,"@KrochetxKorner @celtic49247991 @kmerian @RightWingBlack2 @KitemanArgues @RogueTrader84 @troydee @weaponizedword1 @JulieAMcLean @Just4TheCause @krebiozen @md444444444 @LilEarthling369 @ianfmusgrave @alchemy_april @Sheeple101 @PattyPatriot_ @SkepticalMutant @Exagtly @bobsnee @tombarr26816936 @Luma923 @milnem @TeddyFreddy11 @kidoctr @mcfunny @begarcia87 @laurast30381821 @Plasticdoe @michabird67 @StopVaxxedLies @KittyAmnezia @EmmaGPaley @TYLERG927 @doritmi @VeritasEver @SpectrumomYeah @BoggyLuuuu @erikwilson1975 @carlsmythe @djt10 @GeoffSchuler @mc40_e @amanda_pompili @Work4Trumpster @1mayo10 @what_if_007 @LightsOut_Now @keithlaw @ailsa_graham Yes. The anti poison #antivaxxers like this chart better which shows deaths from numerous infectious #diseases declined over 90%, BEFORE the useless toxic #vaccines that actually increase child death.

Toxic vaccines are unecesarry.
Toxic #vaccines = #ChildAbuse 

#measles #flu https://t.co/7cPBsgf3IH"
2019-06-09T06:18:20Z,"@kmerian @StopVaxxedLies @kschang777 @badzoot7 @BastaPharma @JaneEOpie @VeritasEver @RogueTrader84 @rnew706 @KrochetxKorner @KarenMccartny @Siubhan_H @AdiMano2 @ianfmusgrave @bruce_barrett @anarchosage @TeddyFreddy11 @SkepticalMutant @JP1958S @JeffBro61583859 @BeckyJohnson222 @PileOfGoop @LaughlandMorgan @HenningTveit @ObnoxBE @Dicky_Paul_95 @mcfunny @Mileystan3 @dollarstadonuts @doritmi @amanda_pompili @UnicorpC @Raelove65451372 @boysek @Plasticdoe @GansenJared @ladybugobgyn @TYLERG927 @Anguish4ever @MsTrixter @bobsnee @Sohnhicc @EmmaGPaley @45HammerTime @Nukem37 @t3tragrammat0n @kidoctr @erikwilson1975 @Notyour28981739 @Stephaniethe2nd Apparently the University of Minnesota is an #antivaxxer because I found this scientific study on their website done by the #antivaccine #CDC (who owns 56 #vaccine patents) that shows #flu vaccine increases fetal death 7.7x or 770% in pregnant women.

https://t.co/HH68irLZQY"
2019-06-08T17:53:55Z,"@MsTrixter @mcfunny @DCataneo @Golfergirl2018 @JulieAMcLean @boglethemind @BaconMD2 @MAhealthforkids @kmerian @Notyour28981739 @ianfmusgrave @weaponizedword1 @LilEarthling369 @CoercedTaxSlave @amanda_pompili @RobinEnochs @SkepticalMutant @kidoctr @kuriousmind93 @milnem @TeddyFreddy11 @begarcia87 @KrochetxKorner @laurast30381821 @Just4TheCause @Plasticdoe @michabird67 @StopVaxxedLies @KittyAmnezia @EmmaGPaley @TYLERG927 @doritmi @RogueTrader84 @bobsnee @VeritasEver @SpectrumomYeah @BoggyLuuuu @erikwilson1975 @carlsmythe @djt10 @GeoffSchuler @mc40_e @Work4Trumpster @md444444444 @1mayo10 @what_if_007 @LightsOut_Now @keithlaw @ailsa_graham @LilElectronBlue Many recommended childhood vaccines still contain thimerosal in what they refer to as “trace amounts”. Also, they do not produce enough single dose flu vaccine vials for all &amp; most are not aware the vaccine still contains mercury."
2019-06-09T06:16:21Z,"I remember when I got hit with the swine flu, I was about to shake some dude that tried getting spicy with my mom. I’m glad he chilled though because that flu had my body in SHAMBLES."
2019-06-09T06:16:20Z,*Dies of Spanish flu* https://t.co/xruieX1chQ
2019-06-09T06:16:00Z,"Ear pain
Difficulty breathing
High/low blood pressure
Skin rash
Itching
Burning
Facial flushing
Adrenal problems
Digestive problems
Weight loss/gain
Tingling
Dehydration
Hair loss
Flu like symptoms
Irritability
Depression
Cognitive problems

Symptoms of Microwave Sickness

#5G"
2019-06-08T11:36:41Z,"Joondalup Health Campus has apologised to a pregnant woman who was so sick she resorted to lying on the emergency department floor.

Alayna Cananzi said she waited for more than three hours before finally being diagnosed with the deadly flu virus. https://t.co/MprhboFzRh"
2019-06-09T06:15:04Z,Fifteen people have died and a record 3284 were last month diagnosed with an “unprecedented” killer flu sweeping WA and stretching emergency departments to breaking limit https://t.co/yFjzsWWsSM
2019-06-09T06:14:44Z,"In Australia #flu hospitalisation rates have exceeded previous peaks- season only starting. Trouble ahead there, and likely coming here in 6 months. https://t.co/HlqOwrUOqm"
2019-06-09T06:14:31Z,"New mum, Danielle thought she had the flu, but it turned out to be meningitis...Despite being rushed to hospital was unable to fight the infection and died soon after 💔 

“People need to be aware of this horrible disease.""

James tells her story ⬇️ https://t.co/TMbJBcl2G3 https://t.co/R0p4Mf5jfO"
2019-06-09T06:13:58Z,.@Uber Elevate is launching in NYC on July 9th! #DTLive https://t.co/vywgn5gvav
2019-06-09T06:13:32Z,Y’all know I’m cold when I’m drinking something hot. Lawd eh!! Thank God this flu eased up on me!!
2019-06-09T06:13:04Z,"😷 Lab-confirmed #Flu in #Australia to 09JUN2019.
⚪ pink line-positives for 2019
🤧 +1,366 cases added overnight (+1,312 to June) 
🤧76,032 cases nationally for 2019 so far
🤧 Only 9 days into June but already a higher total than 8 of the past 10 years' June totals https://t.co/Dj3YuO3Ntq"
2019-06-09T06:12:49Z,@RivkaGheist I am improved enough that I am hopeful it is not actually the flu and merely a swift but brutal cold
2019-06-09T06:12:09Z,"@RivkaGheist Well the first problem is that I thought it was allergies so initially I was taking Zyrtec and that was useless. When I switched this afternoon to my superpowered Canadian cold &amp; flu meds, my throat felt a ton better. All the Quils did was make me sleepy."
2019-06-08T22:40:23Z,"UPDATE, I think it is the flu, I do not have time for this, I hate everything"
2019-06-09T06:11:03Z,"Aussies could test themselves for the flu at home thanks to a world-first smartphone diagnosis kit invented by a Brisbane doctor.
https://t.co/tUPDm1jXRj"
2019-06-09T06:11:00Z,i have the flu wig
2019-06-09T06:10:45Z,@SamWebb77 And battling the flu all week
2019-06-09T05:16:34Z,Too many mental errors will unfortunately cost Michigan this game and now pitching a guy who has been battling the flu all week.
2019-06-09T06:10:06Z,Flu getting suck
2019-06-09T06:08:52Z,"Scary @jono5b @HughesGethin @TeamWsht 
Look at the graph - Australian ‘flu this year compared to 2 years ago 😱 https://t.co/rvIcP7xQky"
2019-06-09T06:08:25Z,"@Trisha_the_doc @bmj_latest I wonder if a GP service in hospital for staff would have helped? Very hard for docs esp in training to get time off at short notice. Expectation at least in my day was to endure, recall getting savaged by a consultant when took a day off due to flu
...."
2019-06-09T00:49:59Z,@Cathyldemelo Not really. It’s fricking June. Missed other sports FFS. Our house just had awful stomach flu(still) Sickest I’ve been in decades. You don’t need details. How are you coping?
2019-06-09T06:08:09Z,"@KerrioftheNorth Ah, feel better. Whole family had a week-long stomach flu. Egad. Been in bed."
2019-06-09T06:08:05Z,"If you've gotten this far, please next time you're a bit unwell with a cold, think whether antibiotics are right for you.

Antibiotics will not treat viral illnesses like colds and flu, and overuse will lead to resistance.

And that will make Taylor sad."
2019-06-08T20:31:15Z,"Had the flu TWICE since getting first flu shot.
What a fuckin scam. 
Goin back to this no medical insurance shit."
2019-06-09T06:07:58Z,"@dumbgayretard Big dumb.
He wanted to give it a chance, now he has the flu and more autism, not the good kind either."
2019-06-09T06:07:48Z,Went out lastnight now flu &amp; a cough bust creeping in 😭
2019-06-09T06:06:54Z,While I’ve got hay fever under control I got flu on top 😏😏😏😏
2019-06-09T06:06:45Z,"@business The world most popular pandemic:
1. Chicken - Bird flu
2. Pork - swine flu
3. Beef - mad cow disease

Bird Flu in chicken almost happen every year

So all the meat are risk from time to time!"
2019-06-09T06:06:38Z,"Well I've still got the man flu but I'll be live from 8am this morning with My Generation 60s radio show croaking in between some great music from the 60s!

https://t.co/lvW41SJrAT #60s https://t.co/Cn4RQaH5Hw"
2019-06-09T06:06:26Z,"@Trisha_the_doc @bmj_latest I wonder if a GP service in hospital for staff would have helped? Very hard for docs esp in training to get time off at short notice. Expectation at least in my day was to endure, recall getting savaged by a consultant when took a day off due to flu
...."
2019-06-09T03:02:38Z,"Urgent Business: Preparing for the Swine Flu and Other Potential Pandemics - Knowledge@Wharton
https://t.co/G3lnf7H81y"
2019-06-08T04:09:07Z,"Urgent Business: Preparing for the Swine Flu and Other Potential Pandemics - Knowledge@Wharton
https://t.co/3FWW3teZu3"
2019-06-08T03:15:15Z,"Potential Pandemics Flu , MERS, SARS Flashcards | Quizlet
https://t.co/9PiHPt0OKV"
2019-06-08T02:39:08Z,"Urgent Business: Preparing for the Swine Flu and Other Potential Pandemics - Knowledge@Wharton
https://t.co/pcDirC7Eda"
2019-06-08T04:37:28Z,"Urgent Business: Preparing for the Swine Flu and Other Potential Pandemics - Knowledge@Wharton
https://t.co/PzcVCQoEE2"
2019-06-08T00:53:08Z,"Potential Pandemics Flu , MERS, SARS Flashcards | Quizlet
https://t.co/QGN0l8JAvN"
2019-06-09T06:06:09Z,"Urgent Business: Preparing for the Swine Flu and Other Potential Pandemics - Knowledge@Wharton
https://t.co/pcpTnEbOBm"
2019-06-09T02:09:51Z,"Urgent Business: Preparing for the Swine Flu and Other Potential Pandemics - Knowledge@Wharton
https://t.co/jEPstO7DUe"
2019-06-08T23:49:38Z,"OSHA: Get ready now for flu and potential pandemics - https://t.co/lOC9G4VRr8
https://t.co/MAc4T1zHJK"
2019-06-08T23:42:19Z,"Potential Pandemics Flu , MERS, SARS Flashcards | Quizlet
https://t.co/9NexPKWM7u"
2019-06-08T04:00:45Z,"Urgent Business: Preparing for the Swine Flu and Other Potential Pandemics - Knowledge@Wharton
https://t.co/gm22OxQgda"
2019-06-09T05:06:47Z,"Potential Pandemics Flu , MERS, SARS Flashcards | Quizlet
https://t.co/qHEGokujTS"
2019-06-09T06:06:02Z,"Keanu Reeves got the flu:
Keanu Sneeze https://t.co/6nz4ZimPrV"
2019-06-09T06:05:43Z,"Well I've still got the man flu but I'll be live from 8am this morning with My Generation 60s radio show croaking in between some great music from the 60s!

https://t.co/lvW41SJrAT #60s https://t.co/Cn4RQaH5Hw"
2019-06-09T05:52:39Z,"@ZezeFaour Thank you, sis 💜 I took that “lemon water” thingy (UC1000) and also Decolsin hopefully this flu will go away ASAP cos sneezing takes a lot of energy 😩"
2019-06-08T11:18:34Z,"I have flu which means you’ll see me in a sweater, carrying a roll of Kleenex while trying my best to look alive. https://t.co/0PHLokq8ME"
2019-06-09T05:59:56Z,"I cried and with my flu, trust me, it wasn’t pretty. This just means so much for me. Thank you so much, El 🤗🤗❤️ https://t.co/TSo0SFidKF"
2019-06-09T06:04:59Z,"@ellie_tahlie Oh I feel you — especially with flu and drowsiness, I really need them to write themselves 👀"
2019-06-09T06:04:36Z,did I... did I just catch the stomach flu...????? literally did that just happen to me...????? when I have to catch a plane to LA in 5 hours???? Is this happening to me????
2019-06-09T06:04:31Z,my flu is killing me
2019-06-09T06:04:23Z,I promised my sister to go out for breakfast but this flu sucks what am i gonna do 😭😭
2019-06-09T06:04:14Z,"We should convince kids cooties are real, and make up more things like them, then ramp up the rumors of these fake but silly diseases going around during flu season so that kids are keeping away from each other and not getting actually sick as much.  🤔"
2019-06-09T06:04:09Z,he looks like he’s getting a flu shot but no it’s just a lie detector https://t.co/A4XkEK99U9
2019-06-09T06:03:50Z,I have flu https://t.co/m6GsLOrZu3
2019-06-09T06:03:00Z,"It maybe flu season, but it's also mortgage stress season too. Luckily we've got a script for that... 

https://t.co/hEAvxkWilA

#HomeLoan #FinanceTips #HomeLoanTips"
2019-06-09T06:01:22Z,"@debnantz @IamMonicaRae @HighWireTalk They have killed too many with their ""vaccines"" and we are wise to them now.....they killed my 10 yr old grandson who went in to the hospital for the flu.  They gave him a shot and he died."
2019-06-09T06:00:59Z,FLU SHOT TIME JUNGLING.
2019-06-09T06:00:34Z,"@Aporter31471 @raynman123 Exactly, I was given an antibiotic that made me feel like I had the flu. I stopped taking it right away but a lot of meds are doing this lately."
2019-06-09T05:59:17Z,This stomach flu ain’t no joke 😭😭😭
2019-06-09T05:58:55Z,@greengrassbliss Lol love that! I also saw a tweet that said the Bruins have the flu bug going around right now or something! Might give us a little advantage
2019-06-09T05:58:34Z,Anti-vaxer Bryce Cartwright is out with the flu. Insert any number of a thousand great one-liners here &gt;&gt;&gt; https://t.co/lIalRrjr4H
2019-06-09T05:58:15Z,"Yuta is limping after music show today ㅜㅜㅜㅜ  also he got caught flu &amp; coughed non-stop at airport few days ago but still he did Vlive with fans today. Thank for your hardworking &amp; take care of yourself too 🥺🥺

https://t.co/VWQTBDGfwZ"
2019-06-09T05:58:13Z,Keanu Reeves with the flu : Keanu Sneeze https://t.co/HAt6Jtn04o
2019-06-09T05:55:52Z,And my shit gets REALLY REALLY bad like swine flu or somethin 😩😤
2019-06-09T05:54:27Z,"Difference between Cold &amp; Flu 

#Cold #Flu #MedicalTips #IndianMedInfo #IndianMedInfo_patients_first™️ https://t.co/qGII1x3Cme"
2019-06-09T05:54:05Z,"😷 Lab-confirmed #Flu in #Australia to 09JUN2019.
⚪ pink line-positives for 2019
🤧 +1,366 cases added overnight (+1,312 to June) 
🤧76,032 cases nationally for 2019 so far
🤧 Only 9 days into June but already a higher total than 8 of the past 10 years' June totals https://t.co/Dj3YuO3Ntq"
2019-06-09T05:54:04Z,Study Shows Vitamin D May Reduce Risk of Getting the Flu By Up to 50% https://t.co/A3Ozl4YACj
2019-06-09T05:52:16Z,@mattm_aus @Peter_Fitz @JC_Contrarian @smh I do! My mum asked me if she should get the flu vaccine and I said I think she should!
2019-06-09T05:51:54Z,@Dineo29587922 Man flu e le gona. I dont fucks with the cold like that. Polo flees and shirt underneath plus two blankets
2019-06-09T05:47:55Z,"Beauty Community
A large majority do not know what mold looks like 💀
Everyone who swatched the Jaclyn Cosmetics lipsticks on your body, monitor your skin for reactions
I had to do allergy injections for a year because I used have semi flu symptoms to multiple food based molds https://t.co/BnbTrW55kF"
2019-06-09T05:47:22Z,If only there was some kind of voodoo magic to prevent flu https://t.co/webLaO10yl
2019-06-09T05:46:32Z,The 2018-19 #flu season claimed another child. The child died in late February but the death was only reported to @CDCgov last week. Additional deaths could still be reported but at present 114 children are known to have died of flu this past season. https://t.co/yD8j1bwICo
2019-06-09T05:46:20Z,"102 fever at home - 104 at Urgent Care. Diagnosed with the Flu and sever ear infection.  I have NEVER had the flu!  It hurts! @ Scottsdale, Arizona https://t.co/69oVlyM3xK"
2019-06-09T05:45:00Z,"I got my flu vaccination and didn’t cry. 

10/10

*Not the end of a thread, it’s the score I gave myself for not needlessly spreading disease to the weak and vulnerable."
2019-06-09T05:44:29Z,But also appreciating the Genetic by environment interaction. Now am like my hippie uncle who was a chef and had his own garden and would make us eat garlic soup and chew ginger because it kept flu at bay. Now am a medical student and still trust garlic soup
2019-06-09T05:43:21Z,"Yuta is limping after music show today ㅜㅜㅜㅜ  also he got caught flu &amp; coughed non-stop at airport few days ago but still he did Vlive with fans today. Thank for your hardworking &amp; take care of yourself too 🥺🥺

https://t.co/VWQTBDGfwZ"
2019-06-09T05:43:15Z,"@Gardeniagal4 So sad.  Flu shot, Tamiflu and one nasty antibiotic do not make for a good mixture for the system.  But the number of posts around this that say ‘get your flu shot or die’ are astounding.  😔"
2019-06-09T05:43:13Z,"Winter Has Come... 
-Boyfriend with Girlfriend
-Husband with Wife
-Single with Flu😐 lol! https://t.co/8cGGr4cjfK"
2019-06-09T05:43:12Z,"What flu prevention can teach us about pest control 

https://t.co/gyeXxMOdb9

#flu #fluprevention"
2019-06-08T14:13:13Z,It's easy to mistake the early signs and symptoms of meningitis for the flu. So that flu could be a little more serious than you think.
2019-06-09T05:43:03Z,It's easy to mistake the early signs and symptoms of meningitis for the flu. So that flu could be a little more serious than you think.
2019-06-09T05:42:57Z,@StormFanSami I wish. The flu vax is pretty good at keeping it away though.
2019-06-09T05:42:42Z,down with flu 😪🤧🤒
2019-06-09T05:39:31Z,I hope the king of hell has his bird flu shots.
2019-06-09T05:41:00Z,BIRD FLU DOESN'T EXIST IN HELL YOU FUCKING IDIOT!!!!!!!!!!!!!
2019-06-09T05:40:51Z,Had a fun time today  at Cheltenham science festival with Henrietta hen and the Pirbright crew (thanks Dalan Bailey and Simon Gubbins)talking about where the next pandemic will come from and can we stop it st source with gene edited chickens resistant to flu? https://t.co/ft5Rlip9yL
2019-06-09T05:40:18Z,"Ginger tea,honey,scone😍comrades,movies &amp; get over flu https://t.co/0cvRkvYPrJ"
2019-06-09T05:38:30Z,I hope the king of hell has his bird flu shots.
2019-06-09T05:38:13Z,@bennyMalama I most definitely have a flu right now....😂
2019-06-09T05:37:57Z,Alhamdulillah ive successfully gone thru 1hour jammed + fever and flu going back to KL. Im a warrior. Thank you Allah. I love you😘😘
2019-06-09T05:37:56Z,"And on the very last day of holiday, flu attacks."
2019-06-09T05:37:33Z,"Yuta is limping after music show today ㅜㅜㅜㅜ  also he got caught flu &amp; coughed non-stop at airport few days ago but still he did Vlive with fans today. Thank for your hardworking &amp; take care of yourself too 🥺🥺

https://t.co/VWQTBDGfwZ"
2019-06-09T05:36:53Z,"Flu scks, I can't live today😂"
2019-06-09T05:36:50Z,"due for s urgery soon and i'm down with the flu or something, maybe i'm just burnt out, oh well  going to have to phoenix my way out of this🐤💨🔥

*lucky I only use the best medicine 😁😂🙏💿🎶🎸📻🎧📚♥🔥🌌🎶 https://t.co/5j03meferG"
2019-06-09T05:36:35Z,I'm this 👌 close at getting a flu 😷😩
2019-06-09T05:36:17Z,"The U.S. FDA warns pregnant women to limit their consumption of fish because its mercury content may harm their unborn child. Sadly, neither the FDA nor the CDC has issued a similar warning about mercury-preserved flu shots."
2019-06-09T05:33:50Z,"Father Stan: ""Are you okay?""
Sharon: ""Yes, I'm just, um I'm still shaking off the remnants of that terrible flu.""
@MaryMcDonnell10 @RealTonyDenison #MarkDEspinoza
#MajorCrimes #SharonRaydor #AndyFlynn #FatherStan
#MaryMcDonnell #TonyDenison #MarkDEspinoza https://t.co/j2L1oMLPXg"
2019-06-09T05:33:48Z,Craig Venter talks about flu vaccines and the Virgin Galactic team
2019-06-09T05:33:12Z,"@Janinevanwyk5 @FIFAWWC @Kgatlanathe1st Captain you dont know wena my father was sick in a blanket because of flu, after that goal he jumped out  i never saw the celebration i was out making noise"
2019-06-09T05:33:05Z,@robinsontess @NancyEHoffman2 @LittleDream66 @The_Brev @CharlesBrownEsq @juliabbbbbb They are not strangers they are our brothers uncle's and husbands who you have to drag to the doctor for the flu and be right there to make sure they take correct medication with something as sensitive as this you have to do the right thing
2019-06-09T05:32:10Z,@ashoswai Swain flu😂😂😂
2019-06-09T05:30:32Z,"Keanu Reeves with the flu:
Keanu Heaves https://t.co/0m98CDBiIX"
2019-06-09T05:28:06Z,"@Ra_Bies And their villa will be named ""Swine flu niwas"""
2019-06-09T05:27:52Z,"Thyme Destroys Strep Throat, Flu Virus, And Fights Respiratory Infections https://t.co/pTQirmZ8vu"
2019-06-09T05:27:09Z,"Worth recalling that when scientists wanted living samples of the 1918 flu virus that wiped out a hefty chunk of the population, they drilled in Arctic ice cores. Now those cores are melting, &amp; diseases potentially dating back eons wait to awaken &amp; greet us anew..."
2019-06-09T05:26:25Z,I’m coming down with flu😞
2019-06-09T05:25:53Z,"Have you had your flu shot yet? No seriously, have you? If not, make the appointment now. https://t.co/uyCFbSFmBn"
2019-06-09T05:25:27Z,"The CDC claims that it's safe and necessary for pregnant women to get a flu shot during pregnancy. Science strongly suggests otherwise.
https://t.co/NnlPVHKj4H"
2019-06-09T05:24:51Z,Striking Vipers XO https://t.co/DktDs9gWDG
2019-06-09T05:23:16Z,"I have the flu so I can’t sleep properly due to my whole body being in a massive amount of fucking pain, but Ben is snoring soundly next to me 🙂 like I’m happy that ur getting good sleep but stop rubbing it in"
2019-06-09T05:22:09Z,"@playoff_peanut Baseball: ""this is gonna be a tough play....Bryant....The Cubs......WIN THE WORLD SERIES!"" 
Football: Devin Hester returns opening Kickoff of Super Bowl XLI for a TD
Basketball: The Flu Game (no other caption needed)"
2019-06-09T05:20:39Z,@flu_flammin asgkdjrnir died? like not breathing
2019-06-09T05:20:19Z,"Sure the night was over, I said it's forever Twenty minutes later wound up in the hospital.The priest thinks it's the devil, My mum thinks it's the flu *But girl it's only you* ❤"
2019-06-09T05:19:30Z,Stay away from common colds and nasty stomach flu with these seven ways of how to make your home healthy: https://t.co/HWpne1sxKn #HealthyHome
2019-06-08T00:44:07Z,All I want is an ice cold Modelo rn.
2019-06-09T05:19:24Z,@woodtiiip Hater :(
2019-06-08T00:45:15Z,THIS SUNDAY WE GETTING DISRESPECTFULLY DRUNK
2019-06-09T05:19:22Z,"Good luck #E3 goers! Remember to hydrate, wear comfy shoes, and  wear a fully enclosed containment suit so you don’t get con flu and regret the whole thing https://t.co/O0vL9KCQPJ"
2019-06-09T05:18:42Z,@Flu_MuSICK Fairy
2019-06-09T05:18:32Z,My best friend is so cute 🥺 I feel like I death and I think I’m coming down with the flu and he told me to let him take me to the hospital cuz the clinic is closed. But my bitch ass hates doctors and think they are a waste of time but still what a sweetheart I don’t deserve him
2019-06-09T05:14:41Z,"Great celebration with other Flu Exterminators. 
Flu vaccine is the best defence we have to protect ourselves, patients and people around us.
It was a roaring success that majority of the healthcare and research communities were fully immunised. @CambridgeBRC @Cam_NIHR_CRF https://t.co/284lMvIuk7"
2019-06-09T05:16:24Z,Celebration of and a huge thank you to the ⁦@CUH_NHS⁩ local flu vaccinators.   A key part of the over 9000 vaccinations in the 2018 /19 #flufighters ⁦@OH_wellbeing⁩ campaign. Thank you....10000 next year! https://t.co/G0WUxWIiIu
2019-06-08T10:30:23Z,"🤒 147 #flu associated deaths reported in Australia to date, up 28 from 119 a fortnight ago
⚪️ 144 (98%) due to FluA (11 H1N1, 20 H3N2), 3 FluB
⚪️ median age of deaths 85 years (range &lt;1-105 years)"
2019-06-09T05:15:59Z,"😷 Lab-confirmed #Flu in #Australia to 09JUN2019.
⚪ pink line-positives for 2019
🤧 +1,366 cases added overnight (+1,312 to June) 
🤧76,032 cases nationally for 2019 so far
🤧 Only 9 days into June but already a higher total than 8 of the past 10 years' June totals https://t.co/Dj3YuO3Ntq"
2019-06-08T10:30:08Z,"🤧activity is high
🤧3 of 5 regions report #rhinovirus as the most common cause of influenza-like illness (ILI), #flu next https://t.co/X7eImGc3j4"
2019-06-09T05:10:23Z,I think I got the flu. Ummm but I will make sure to drAw tomorrow. I’m on break. I’m going to paint this time
2019-06-09T05:15:10Z,Is it flu season rn??
2019-06-09T05:14:54Z,"Flu for the Firstime in 24months 

nxaa"
2019-06-09T05:13:54Z,@spandexLarry @rgiss11 @postgame_malone Keanu with the flu.  Keanu Heaves
2019-06-09T05:12:48Z,"Texas needs to chill out. No more above 100 readings of heat. It felt as if the devil sat his ass crack on Texas. So damn hot when I stepped out my front door, I walked right back inside and called work saying I had the flu."
2019-06-09T05:12:33Z,This is my fave. I had the flu during the ice bucket challenge so dunking anything cold on me (which I would hate most of the time) wasn’t something I was gonna do. @sarahgrafferty’s little scream at the end wouldn’t have come close to what I’d have done. Although not much ice ❤️ https://t.co/gXPe29PLks
2019-06-09T05:11:26Z,Sore throat+flu+fever !😭
2019-06-09T05:11:24Z,"@JeremyMcLellan If India has cough, responsible Pakistan,
Flu, responsible Pakistan
Loose motion, responsible Pakistan
Lack of toilets, responsible Pakistan
Mean to say a single pity responsible ????"
2019-06-09T05:11:20Z,"I got my flu vaccination and didn’t cry. 

10/10

*Not the end of a thread, it’s the score I gave myself for not needlessly spreading disease to the weak and vulnerable."
2019-06-09T05:10:17Z,"bet travis loves the fact that i traveled 10,000 miles only to see him n give him the flu xxxx think we’re both dying"
2019-06-09T05:09:16Z,Still getting sick so many times even after I got the flu injection makes me wonder would I be dead if I never got it
2019-06-09T05:08:33Z,"Yuta is limping after music show today ㅜㅜㅜㅜ  also he got caught flu &amp; coughed non-stop at airport few days ago but still he did Vlive with fans today. Thank for your hardworking &amp; take care of yourself too 🥺🥺

https://t.co/VWQTBDGfwZ"
2019-06-09T05:08:15Z,I need the flu game 12s........ who got me
2019-06-09T05:07:30Z,@ashoswai @PJkanojia @IndianExpress Still swain flu exist in IND... It should be completely eradicated...
2019-06-09T05:06:42Z,Me during the ceremony last night - my voice was soooo gone 🤦🏻‍♂️#damn_u_flu https://t.co/eScGpxGgqn
2019-06-09T05:06:41Z,"Still have some weakness cause of flu &amp; i m going for movie today at 2.15 pm show #BHARAT .
So nw thinking to sale tickets.
still I m in confusion.
Confusion hi confusion hai ..😂"
2019-06-09T05:06:24Z,Omg been outside all day with the flu is the worst
2019-06-09T05:06:02Z,100 bucks says he didn't have a flu shot. https://t.co/kU0j80ThSN
2019-06-09T05:03:38Z,This Hannah flu story line... this Dante story line... this Emily and her mom story...I could go on but the rest might be spoilers 😩😩 #DesignatedSurvivor #Netflix https://t.co/TAWFRO4elG
2019-06-09T05:03:20Z,@_princesslolo_ Do you have any flu meds? I actually just need to be babied rn 😭😭
2019-06-09T05:02:35Z,"Okay NO ONE TOLD ME it's possible to have a cold fever when you have the flu and have cold, shivering sweats. Woke up shivering and freezing like ice - absolutely nearly had a heart attack 😂😂😂😂😂 thought I was dying! Lmao."
2019-06-09T05:02:48Z,As you might have guessed I've never had the flu before
2019-06-09T05:02:27Z,"@SarahKernig @Kaitlyn_Bretz I went in thinking I had the flu and they told me it was allergies and gave me Benadryl. I didn’t get better for over 3 weeks. Finally, went to my home doctor and they told me I had mono, bronchitis and early stages of pneumonia all at the same time"
2019-06-09T05:01:05Z,Down with flu again 🤬🤬🤬
2019-06-09T05:00:41Z,@LolsyByrne man flu is just a phrase but according to some studies women do have a better immune system to fight off the common cold than a man does. But it’s also true with some other diseases like  coronary artery disease can look different on a man vs a woman.
2019-06-09T04:57:01Z,100 bucks says he didn't have a flu shot. https://t.co/kU0j80ThSN
2019-06-09T04:56:34Z,"I thought I dodged the Drag Con/LA flu but nope, that bitch was just WAITING to strike and I'm gonna cry 😭 I got shit to do."
2019-06-09T04:56:13Z,"I’m on that Drank Body On Froze I’m like a Saint Dripping in Gold,, that’s my bro that’s my Woe🔥🔥🔥💪🏾 T.Flu - W.O.E (Official Music Video) Shot by ApTheGawg https://t.co/n4WaarNHN1 via @YouTube"
2019-06-09T04:55:32Z,"If you've gotten this far, please next time you're a bit unwell with a cold, think whether antibiotics are right for you.

Antibiotics will not treat viral illnesses like colds and flu, and overuse will lead to resistance.

And that will make Taylor sad."
2019-06-09T04:54:33Z,"May have gotten a little ahead of myself thinking I was over the flu already, so it might be tomorrow when page 111 is finished after all. Here's a preview though! Inks are by @virukanin, who kindly offered to help while I was sick ;&lt;; https://t.co/UJwTa5tVGA"
2019-06-09T04:53:51Z,@DavidGotJokes Watermelon. I came down with the stomach  flu soon after eating an enormous amount on a camping trip and spent hours throwing it up
2019-06-09T04:53:24Z,100 bucks says he didn't have a flu shot. https://t.co/kU0j80ThSN
